judge,vlm,n,variant,group,axis
accelerate,keep,96,VLM Qwen3-VL-4B text,pre_onset | route straight,long
accelerate,slow,2,VLM Qwen3-VL-4B text,pre_onset | route straight,long
keep,keep,319,VLM Qwen3-VL-4B text,pre_onset | route straight,long
keep,slow,11,VLM Qwen3-VL-4B text,pre_onset | route straight,long
slow,keep,110,VLM Qwen3-VL-4B text,pre_onset | route straight,long
slow,slow,19,VLM Qwen3-VL-4B text,pre_onset | route straight,long
stop,keep,22,VLM Qwen3-VL-4B text,pre_onset | route straight,long
stop,slow,9,VLM Qwen3-VL-4B text,pre_onset | route straight,long
keep_lane,keep_lane,23,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
lane_change_left,keep_lane,145,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
lane_change_right,keep_lane,242,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
nudge_left,keep_lane,58,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
nudge_right,keep_lane,44,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
turn_left,keep_lane,26,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
turn_right,keep_lane,50,VLM Qwen3-VL-4B text,pre_onset | route straight,lat
accelerate,accelerate,11,VLM Qwen3-VL-4B text,pre_onset | route turn,long
accelerate,keep,232,VLM Qwen3-VL-4B text,pre_onset | route turn,long
accelerate,slow,14,VLM Qwen3-VL-4B text,pre_onset | route turn,long
keep,accelerate,2,VLM Qwen3-VL-4B text,pre_onset | route turn,long
keep,keep,296,VLM Qwen3-VL-4B text,pre_onset | route turn,long
keep,slow,93,VLM Qwen3-VL-4B text,pre_onset | route turn,long
slow,accelerate,0,VLM Qwen3-VL-4B text,pre_onset | route turn,long
slow,keep,55,VLM Qwen3-VL-4B text,pre_onset | route turn,long
slow,slow,162,VLM Qwen3-VL-4B text,pre_onset | route turn,long
stop,accelerate,0,VLM Qwen3-VL-4B text,pre_onset | route turn,long
stop,keep,0,VLM Qwen3-VL-4B text,pre_onset | route turn,long
stop,slow,5,VLM Qwen3-VL-4B text,pre_onset | route turn,long
lane_change_left,keep_lane,0,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
lane_change_left,turn_left,1,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
lane_change_right,keep_lane,0,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
lane_change_right,turn_right,5,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
turn_left,keep_lane,0,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
turn_left,turn_left,343,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
turn_right,keep_lane,1,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
turn_right,turn_left,1,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
turn_right,turn_right,519,VLM Qwen3-VL-4B text,pre_onset | route turn,lat
